,click,hour,C1,banner_pos,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,device_model_int
73496,1,14102100,1002,0,0,0,20353,300,50,2333,0,39,-1,157,-5893820992173335198
73497,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,6574997430427829896
73498,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,1208891101083202038
73499,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-7678237799102258407
73500,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,5810285151908362086
73501,0,14102100,1005,0,1,0,17654,300,250,1994,2,39,-1,33,-8714071520106422825
73502,0,14102100,1005,0,1,0,6563,320,50,572,2,39,-1,32,-8236713037481092692
73503,0,14102100,1005,0,1,0,4687,320,50,423,2,39,100148,32,-7567191006434456988
73504,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,100084,79,-6449148530060962954
73505,0,14102100,1005,0,1,0,19743,320,50,2264,3,427,100000,61,1714146863004546118
73506,0,14102100,1005,1,1,0,20362,320,50,2333,0,39,-1,157,-3130634972019121531
73507,0,14102100,1002,0,0,0,21695,216,36,2497,3,43,100151,42,8735083927568818804
73508,1,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,6599400693664098975
73509,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,7741261153921945767
73510,1,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,1870610864071478492
73511,0,14102100,1005,1,1,2,18993,320,50,2161,0,35,-1,157,-227062044999338968
73512,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,8163576803141325449
73513,0,14102100,1005,1,1,2,20596,320,50,2161,0,35,100053,157,-91990945350991838
73514,0,14102100,1005,1,1,0,17914,320,50,2043,2,39,-1,32,-8587292268327570678
73515,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-381202954388967123
73516,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,2518806539492359389
73517,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,1064956754481980165
73518,0,14102100,1005,1,1,0,20005,320,50,2283,0,163,100076,95,-1676073637574488163
73519,1,14102100,1005,0,1,0,20508,320,50,2351,3,163,100020,61,-5584331359656771346
73520,0,14102100,1008,5,1,0,17877,320,50,2036,3,47,-1,156,8274688091505717000
73521,0,14102100,1002,0,0,0,21682,320,50,2496,3,167,-1,23,-4978301166760358900
73522,0,14102100,1005,1,1,0,16208,320,50,1800,3,167,100074,23,4452355107376042591
73523,0,14102100,1005,0,1,0,16920,320,50,1899,0,431,100074,117,-2733703456618331159
73524,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,-6449148530060962954
73525,0,14102100,1010,1,4,0,20345,300,250,2331,2,39,-1,23,6599400693664098975
73526,0,14102100,1005,0,1,0,17653,300,250,1994,2,39,-1,33,2594903219272269171
73527,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,-3130634972019121531
73528,0,14102100,1005,0,1,0,4687,320,50,423,2,39,100148,32,4452355107376042591
73529,0,14102100,1005,1,1,2,15703,320,50,1722,0,35,-1,79,7915586405352128873
73530,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7741261153921945767
73531,0,14102100,1010,1,4,0,21311,320,50,2449,0,163,100105,91,6599400693664098975
73532,0,14102100,1005,0,1,2,377,320,50,112,3,1319,-1,15,137884114573136964
73533,0,14102100,1005,1,1,0,20355,216,36,2333,0,39,-1,157,4129032855106326661
73534,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,6573705213543464073
73535,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-7447863751109610905
73536,1,14102100,1005,0,1,0,15705,320,50,1722,0,35,100083,79,7090997833464111984
73537,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,1208891101083202038
73538,0,14102100,1005,0,1,0,19743,320,50,2264,3,427,100000,61,3248882902794073172
73539,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,4701628559966092320
73540,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,1392857164009207940
73541,0,14102100,1005,0,1,0,16859,320,50,1887,3,39,-1,23,-4100608169776415017
73542,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,4499108202135611527
73543,0,14102100,1010,1,4,2,21665,320,50,2493,3,35,100233,117,-7447863751109610905
73544,0,14102100,1002,0,0,0,6616,320,50,576,2,35,-1,32,4166922522287775734
73545,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,4499108202135611527
73546,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-7699311560514132401
73547,0,14102100,1005,0,1,2,21189,320,50,2424,1,161,100191,71,4107749764202457205
73548,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-80052322344914806
73549,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,3314832870957709642
73550,0,14102100,1005,0,1,0,20634,320,50,2374,3,39,-1,23,137884114573136964
73551,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,2612455007261219448
73552,0,14102100,1005,0,1,2,20596,320,50,2161,0,35,-1,157,2057859897546695813
73553,0,14102100,1005,1,1,0,17037,320,50,1934,2,39,-1,16,-3144109800751852747
73554,0,14102100,1005,0,1,0,20633,320,50,2374,3,39,-1,23,5846719576061300330
73555,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-2993521494292591620
73556,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,6568308335901850478
73557,0,14102100,1005,0,1,2,18993,320,50,2161,0,35,-1,157,-2377480961492143882
73558,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,5846719576061300330
73559,0,14102100,1005,1,1,0,15707,320,50,1722,0,35,-1,79,5846719576061300330
73560,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-3130634972019121531
73561,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-3130634972019121531
73562,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,7436622689072511177
73563,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100083,79,-2454326311581678561
73564,0,14102100,1005,0,1,0,18093,320,50,2060,3,39,100151,23,7212946024427639472
73565,0,14102100,1002,0,0,0,21665,320,50,2493,3,35,-1,117,-1663696229499331597
73566,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,4499108202135611527
73567,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-5584331359656771346
73568,1,14102100,1005,0,1,0,6616,320,50,576,2,35,-1,32,7090997833464111984
73569,0,14102100,1005,0,1,3,15703,320,50,1722,0,35,100084,79,2297852971175655885
73570,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-8146982714094823367
73571,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-3130634972019121531
73572,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-3130634972019121531
73573,0,14102100,1005,0,1,3,17163,320,50,1955,3,163,100191,71,-3662779965804965672
73574,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,7741261153921945767
73575,0,14102100,1005,1,1,0,20366,320,50,2333,0,39,-1,157,-3130634972019121531
73576,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,7090997833464111984
73577,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,2057859897546695813
73578,0,14102100,1002,0,0,0,6398,320,50,549,3,39,100084,23,-701876518626306273
73579,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,5560559286739235711
73580,0,14102100,1005,0,1,0,6558,320,50,571,2,39,100050,32,-7084439546542490053
73581,0,14102100,1005,0,1,2,21611,320,50,2480,3,297,100111,61,2178833707648111140
73582,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-3130634972019121531
73583,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,100084,79,-3130634972019121531
73584,1,14102100,1005,1,1,0,20362,320,50,2333,0,39,100075,157,-3130634972019121531
73585,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-7699311560514132401
73586,1,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,-7447863751109610905
73587,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,3419868208532186210
73588,0,14102100,1005,0,1,0,16615,320,50,1863,3,39,100188,23,7090997833464111984
73589,1,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,3600904090356028090
73590,0,14102100,1002,0,0,0,20359,216,36,2333,0,39,-1,157,-2659855218520740767
73591,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-5584331359656771346
73592,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,2297852971175655885
73593,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,6486503553934710551
73594,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-423045331126304838
73595,0,14102100,1005,1,1,0,16208,320,50,1800,3,167,100074,23,4452355107376042591
73596,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-3130634972019121531
73597,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-3466984423254720887
73598,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-7447863751109610905
73599,0,14102100,1005,0,1,0,20980,320,50,2371,0,551,-1,46,-1350210658883850328
73600,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,100210,157,-3130634972019121531
73601,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,5560559286739235711
73602,0,14102100,1005,1,1,0,20355,216,36,2333,0,39,100081,157,-8714071520106422825
73603,0,14102100,1005,1,1,0,18993,320,50,2161,0,35,-1,157,-7699311560514132401
73604,0,14102100,1005,0,1,0,20508,320,50,2351,3,163,-1,61,-5584331359656771346
73605,0,14102100,1005,1,1,0,17614,320,50,1993,2,1063,100084,33,7741261153921945767
73606,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,100083,79,-3130634972019121531
73607,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,1870610864071478492
73608,0,14102100,1005,1,1,0,20352,320,50,2333,0,39,-1,157,-6449148530060962954
73609,1,14102100,1005,0,1,0,20215,320,50,2316,0,167,100081,16,1360165578422822538
73610,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7741261153921945767
73611,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,3600904090356028090
73612,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-80052322344914806
73613,0,14102100,1005,1,1,0,20362,320,50,2333,0,39,-1,157,-6074956303460670410
73614,1,14102100,1005,1,1,0,17753,320,50,1993,2,1063,-1,33,-5059422628141218785
73615,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,4976734164543752900
73616,0,14102100,1005,1,1,0,16208,320,50,1800,3,167,-1,23,4452355107376042591
73617,1,14102100,1005,1,1,0,17037,320,50,1934,2,39,-1,16,-3130634972019121531
73618,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,1870610864071478492
73619,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-623261270882518450
73620,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,-3130634972019121531
73621,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,6548076158461573965
73622,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-5500102211152890747
73623,0,14102100,1005,0,1,0,12026,320,50,1248,2,39,-1,13,5047290471535109425
73624,1,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,7741261153921945767
73625,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-80052322344914806
73626,0,14102100,1005,0,1,3,20596,320,50,2161,0,35,100148,157,2297852971175655885
73627,0,14102100,1005,0,1,0,20633,320,50,2374,3,39,-1,23,-7447863751109610905
73628,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,100210,157,-1561045355363191187
73629,0,14102100,1005,0,1,0,12000,320,50,1248,2,39,-1,13,-7699311560514132401
73630,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,-5629815922177129395
73631,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-8535980062928872586
73632,0,14102100,1005,2,1,0,20362,320,50,2333,0,39,-1,157,3314832870957709642
73633,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,3319269894473468202
73634,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-2540707171370726891
73635,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,100083,79,-5497470920203784452
73636,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-5925496335085495798
73637,0,14102100,1005,0,1,0,19743,320,50,2264,3,427,100000,61,6649066761853408342
73638,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-3130634972019121531
73639,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,732508215251756067
73640,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,7772114237767241722
73641,0,14102100,1005,0,1,0,18648,320,50,1092,3,1835,100156,61,1714146863004546118
73642,0,14102100,1005,0,1,0,17914,320,50,2043,2,39,-1,32,5846719576061300330
73643,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,1079116699475290820
73644,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-3150233770274193742
73645,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-5584331359656771346
73646,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-2454326311581678561
73647,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,100084,79,4976734164543752900
73648,1,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,-7699311560514132401
73649,0,14102100,1005,1,1,0,18993,320,50,2161,0,35,-1,157,4229768020654880580
73650,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-3130634972019121531
73651,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,-80052322344914806
73652,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-2400754558667974282
73653,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,6599400693664098975
73654,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,5360659529384228330
73655,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,5052448976865270082
73656,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,100050,117,6599400693664098975
73657,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-5629815922177129395
73658,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7741261153921945767
73659,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,7741261153921945767
73660,0,14102100,1005,0,1,0,20560,320,50,2271,0,687,-1,48,5666141320027229580
73661,1,14102100,1005,1,1,0,16071,320,50,1784,2,175,-1,95,1304010371551541872
73662,0,14102100,1005,0,1,0,20633,320,50,2374,3,39,-1,23,-2400754558667974282
73663,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,100084,79,7741261153921945767
73664,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,292985166119932725
73665,0,14102100,1005,0,1,0,9248,320,50,768,3,175,100156,42,7967175909249105802
73666,0,14102100,1005,1,1,0,20984,320,50,2371,0,551,100217,46,-3426368723974274734
73667,0,14102100,1005,0,1,0,16859,320,50,1887,3,39,100202,23,6785255764874744219
73668,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,-4143808005410259417
73669,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,8930365107288478591
73670,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,100166,157,3600904090356028090
73671,0,14102100,1005,0,1,0,19016,300,250,2162,2,39,-1,33,-2986394740331928670
73672,0,14102100,1002,0,0,0,21660,320,50,2446,3,171,100228,156,-4791154564170380901
73673,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-5497470920203784452
73674,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-3130634972019121531
73675,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,1870610864071478492
73676,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,-8714071520106422825
73677,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7741261153921945767
73678,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100083,79,1870610864071478492
73679,1,14102100,1005,0,1,0,19771,320,50,2227,0,687,-1,48,-1506435398641692444
73680,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,7741261153921945767
73681,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,7741261153921945767
73682,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,7436622689072511177
73683,1,14102100,1005,0,1,0,16615,320,50,1863,3,39,100119,23,-3130634972019121531
73684,1,14102100,1005,0,1,0,17914,320,50,2043,2,39,-1,32,5846719576061300330
73685,0,14102100,1005,0,1,2,18993,320,50,2161,0,35,100128,157,-6442303702746307342
73686,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,6835608238222251495
73687,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,4499108202135611527
73688,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-1350210658883850328
73689,1,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,2333878178840343706
73690,1,14102100,1005,0,1,0,19665,320,50,2253,2,303,-1,52,-5504594746862540594
73691,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,-80052322344914806
73692,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-3130634972019121531
73693,1,14102100,1005,0,1,0,20633,320,50,2374,3,39,-1,23,-1676073637574488163
73694,0,14102100,1005,0,1,0,20153,320,50,2307,3,163,-1,61,-1350210658883850328
73695,0,14102100,1005,1,1,0,6558,320,50,571,2,39,100050,32,-5497470920203784452
73696,0,14102100,1005,1,1,0,20966,320,50,2372,0,813,-1,46,5541067079791741929
73697,0,14102100,1005,1,1,0,17614,320,50,1993,2,1063,-1,33,-6043826374048643121
73698,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,100233,117,6599400693664098975
73699,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,1870610864071478492
73700,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,100084,79,-7699311560514132401
73701,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-7447863751109610905
73702,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-3130634972019121531
73703,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,3518248527686447543
73704,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,1714146863004546118
73705,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-5584331359656771346
73706,1,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,2903043493695938226
73707,0,14102100,1005,1,1,0,20007,320,50,2283,0,163,-1,95,-7084439546542490053
73708,0,14102100,1002,0,0,0,21661,320,50,2446,3,171,100228,156,-4791154564170380901
73709,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-3080848871416834294
73710,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,793920288575063049
73711,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,6599400693664098975
73712,1,14102100,1005,1,1,0,17753,320,50,1993,2,1063,-1,33,-5925496335085495798
73713,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,-8587292268327570678
73714,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-2454326311581678561
73715,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-3130634972019121531
73716,1,14102100,1005,1,1,0,19771,320,50,2227,0,687,-1,48,-859163400174299064
73717,1,14102100,1005,1,1,0,17753,320,50,1993,2,1063,100084,33,1821914850618210972
73718,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,6835608238222251495
73719,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,7587794743129448849
73720,1,14102100,1005,1,1,0,16920,320,50,1899,0,431,100075,117,-2400754558667974282
73721,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,4690675754172589913
73722,1,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-381202954388967123
73723,1,14102100,1005,1,1,0,20984,320,50,2371,0,551,-1,46,-8532378189016320154
73724,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,1976492737192670828
73725,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-1515273996000624099
73726,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,2297852971175655885
73727,1,14102100,1005,1,1,0,20352,320,50,2333,0,39,-1,157,6574997430427829896
73728,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-5090560372189995191
73729,0,14102100,1002,0,0,0,21300,320,50,2446,3,171,100228,156,-4791154564170380901
73730,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,531447973682563382
73731,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-1515273996000624099
73732,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,675134846498489187
73733,0,14102100,1005,0,1,0,15016,320,50,1637,0,161,100046,91,-8447756220285243481
73734,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,7741261153921945767
73735,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,2284728201591191476
73736,0,14102100,1002,0,0,0,6558,320,50,571,2,39,100048,32,-3449954738693688003
73737,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,3941892453121618893
73738,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-4605299435970851772
73739,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,-5817668741091696867
73740,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-7399516540695655715
73741,0,14102100,1005,0,1,0,19950,320,50,1800,3,167,100079,23,7212946024427639472
73742,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,-3080848871416834294
73743,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,100105,157,-2447969766406020155
73744,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,-1676073637574488163
73745,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,7988477580926829546
73746,1,14102100,1005,0,1,0,16920,320,50,1899,0,431,-1,117,-4796532973082693623
73747,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,4499108202135611527
73748,1,14102100,1005,1,1,0,17753,320,50,1993,2,1063,-1,33,-5497470920203784452
73749,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,5835725434737032296
73750,0,14102100,1005,1,1,2,15699,320,50,1722,0,35,-1,79,7915586405352128873
73751,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-3130634972019121531
73752,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,7741261153921945767
73753,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,4303152633828695149
73754,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-5497470920203784452
73755,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,100048,117,6599400693664098975
73756,0,14102100,1005,1,1,0,20148,320,50,2306,3,39,-1,23,5853864056992979783
73757,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,100075,48,-6892224247118359062
73758,1,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,2297852971175655885
73759,1,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,-3130634972019121531
73760,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,4931940864569677370
73761,1,14102100,1005,0,1,0,19015,300,250,2162,2,39,-1,33,2057859897546695813
73762,0,14102100,1010,1,5,2,12471,320,50,1272,3,303,-1,15,-7836797846272790441
73763,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,100084,79,-8587292268327570678
73764,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,1208891101083202038
73765,0,14102100,1005,1,1,0,19772,320,50,2227,0,687,100075,48,3632709130917033279
73766,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-3130634972019121531
73767,1,14102100,1005,1,1,0,16615,320,50,1863,3,39,-1,23,7741261153921945767
73768,0,14102100,1005,1,1,0,16208,320,50,1800,3,167,100075,23,3314832870957709642
73769,0,14102100,1002,0,0,0,6563,320,50,572,2,39,-1,32,-3937466815359146095
73770,1,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,2297852971175655885
73771,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,100084,79,-5764733636109631471
73772,0,14102100,1002,0,0,0,21660,320,50,2446,3,171,100228,156,-4791154564170380901
73773,0,14102100,1005,0,1,0,20751,320,50,1895,0,681,100028,101,1348766903870775341
73774,1,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,8420060817852238477
73775,0,14102100,1005,1,1,0,15699,320,50,1722,0,35,100084,79,-7650056342884454890
73776,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,5846719576061300330
73777,1,14102100,1005,0,1,0,15702,320,50,1722,0,35,100084,79,-3130634972019121531
73778,0,14102100,1002,0,0,0,6364,300,50,544,3,39,-1,23,-590231796978242250
73779,0,14102100,1005,1,1,0,17614,320,50,1993,2,1063,100084,33,-6449148530060962954
73780,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,395688906642959902
73781,1,14102100,1005,1,1,0,17747,320,50,1974,2,39,100019,33,-3709543251084511464
73782,0,14102100,1005,0,1,0,19015,300,250,2162,2,39,-1,33,-8153086953431676374
73783,0,14102100,1005,0,1,0,20634,320,50,2374,3,39,-1,23,-4923146971003746907
73784,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-1515273996000624099
73785,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,2297852971175655885
73786,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,2297852971175655885
73787,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,3600904090356028090
73788,0,14102100,1005,0,1,0,18093,320,50,2060,3,39,-1,23,1976492737192670828
73789,1,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-6299289908543671235
73790,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,3849664516859298669
73791,0,14102100,1002,0,0,0,19740,216,36,2263,3,427,100000,61,7791447411827245843
73792,0,14102100,1005,0,1,0,18858,320,50,1882,3,35,-1,13,4781807169498824426
73793,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-3482937706541187542
73794,0,14102100,1005,0,1,0,20382,320,50,1740,3,943,100060,100,2057859897546695813
73795,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,4042043507569394401
73796,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,4684553118383450244
73797,0,14102100,1005,1,1,0,18993,320,50,2161,0,35,-1,157,-1676073637574488163
73798,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-6299289908543671235
73799,0,14102100,1005,0,1,0,20508,320,50,2351,3,163,100020,61,-1350210658883850328
73800,0,14102100,1005,0,1,2,15701,320,50,1722,0,35,100084,79,-7846086352442621442
73801,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,7741261153921945767
73802,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-6043826374048643121
